,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq=-7,MSinceMostRecentInqexcl7days=-7,MSinceOldestTradeOpen=-8,MSinceMostRecentDelq=-8,MSinceMostRecentInqexcl7days=-8,NetFractionRevolvingBurden=-8,NetFractionInstallBurden=-8,NumRevolvingTradesWBalance=-8,NumInstallTradesWBalance=-8,NumBank2NatlTradesWHighUtilization=-8,PercentTradesWBalance=-8
976,62.0,398.0,3.0,133.0,33.0,0.0,0.0,88.0,37.0,6.0,6.0,34.0,2.0,44.0,0.0,3.0,3.0,56.0,89.0,8.0,3.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,55.0,144.0,4.0,84.0,20.0,3.0,0.0,83.0,2.0,3.0,5.0,23.0,1.0,43.0,0.0,0.0,0.0,33.0,68.49310277831746,8.0,1.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
978,72.0,169.0,30.0,73.0,6.0,0.0,0.0,86.0,21.751674522451005,6.0,6.0,7.0,0.0,57.0,0.0,0.0,0.0,78.0,81.0,1.0,2.0,1.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,86.0,419.0,10.0,122.0,17.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,18.0,1.0,72.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,1.1065750471571005,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
980,60.0,80.0,7.0,33.0,6.0,1.0,1.0,71.0,30.0,6.0,4.0,7.0,1.0,43.0,6.0,0.0,0.0,92.0,68.49310277831746,2.0,1.0,1.1065750471571005,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
981,71.0,276.0,5.0,60.0,13.0,1.0,1.0,100.0,21.751674522451005,6.0,8.0,13.0,1.0,46.0,2.4847233691164328,1.0,1.0,24.0,68.49310277831746,3.0,1.0,0.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
982,62.0,187.0,2.0,68.0,27.0,7.0,5.0,79.0,32.0,6.0,3.0,33.0,4.0,24.0,2.0,3.0,3.0,4.0,80.0,1.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,84.0,241.0,4.0,93.0,17.0,0.0,0.0,95.0,28.0,6.0,6.0,40.0,3.0,53.0,2.4847233691164328,1.0,1.0,8.0,100.0,2.0,2.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,65.0,157.0,6.0,44.0,13.0,1.0,0.0,93.0,30.0,6.0,5.0,14.0,4.0,36.0,4.0,1.0,1.0,23.0,80.0,3.0,2.0,1.1065750471571005,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
985,72.0,55.0,4.0,32.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,21.0,4.0,48.0,0.0,0.0,0.0,18.0,44.0,6.0,4.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,69.0,215.0,15.0,89.0,24.0,0.0,0.0,96.0,4.0,4.0,6.0,24.0,0.0,33.0,0.0,3.0,3.0,42.0,68.49310277831746,2.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
987,80.0,151.0,13.0,80.0,10.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,10.0,0.0,40.0,0.0,0.0,0.0,54.0,87.0,3.0,2.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,69.0,57.0,4.0,37.0,14.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,14.0,1.0,50.0,0.0,4.0,4.0,52.0,152.0,6.0,7.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,58.0,89.0,3.0,49.0,15.0,1.0,1.0,67.0,24.0,6.0,6.0,16.0,2.0,20.0,0.0,1.0,1.0,68.0,61.0,9.0,1.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,55.0,211.0,48.0,103.0,9.0,5.0,5.0,69.0,3.0,4.0,2.0,13.0,0.0,38.0,0.0,3.0,2.0,1.0,68.49310277831746,1.0,2.4912524298805887,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
991,62.0,102.0,3.0,51.0,20.0,1.0,0.0,78.0,11.0,4.0,5.0,23.0,4.0,39.0,0.0,1.0,1.0,56.0,85.0,3.0,3.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,73.0,233.0,2.0,93.0,29.0,1.0,1.0,94.0,14.0,6.0,4.0,33.0,3.0,33.0,1.0,2.0,2.0,2.0,75.0,1.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,83.0,198.0,3.0,100.0,23.0,1.0,0.0,92.0,41.0,5.0,5.0,25.0,1.0,68.0,1.0,2.0,2.0,4.0,53.0,2.0,4.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,87.0,172.0,17.0,112.0,18.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,3.0,0.0,28.0,2.4847233691164328,0.0,0.0,7.0,25.0,4.0,2.0,0.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,73.0,256.0,2.0,64.0,23.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,25.0,4.0,46.0,2.4847233691164328,3.0,3.0,60.0,96.0,3.0,3.0,2.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,67.0,68.0,3.0,21.0,8.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,8.0,3.0,13.0,0.0,1.0,1.0,57.0,68.49310277831746,3.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
997,73.0,210.0,9.0,138.0,49.0,0.0,0.0,94.0,5.0,4.0,6.0,41.0,3.0,57.0,2.4847233691164328,3.0,3.0,9.0,53.0,5.0,10.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,64.0,78.0,2.0,44.0,20.0,2.0,1.0,91.0,38.0,6.0,5.0,22.0,3.0,27.0,1.0,7.0,7.0,64.0,55.0,3.0,2.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,77.0,176.0,23.0,87.0,13.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,13.0,0.0,31.0,0.0,1.0,1.0,51.0,68.49310277831746,3.0,1.0,2.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1000,75.0,129.0,1.0,48.0,22.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,23.0,5.0,61.0,9.0,0.0,0.0,46.0,95.0,2.0,6.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,65.0,102.0,10.0,40.0,20.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,20.0,1.0,20.0,0.0,1.0,1.0,46.0,65.0,6.0,3.0,2.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,66.0,226.0,3.0,95.0,20.0,1.0,1.0,100.0,21.751674522451005,7.0,8.0,22.0,3.0,23.0,2.4847233691164328,0.0,0.0,47.0,86.0,7.0,3.0,1.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,65.0,336.0,1.0,78.0,33.0,1.0,1.0,94.0,21.0,6.0,2.0,35.0,2.0,40.0,0.0,4.0,4.0,59.0,30.0,11.0,5.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,88.0,19.0,24.0,162.0,17.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,5.0,0.0,18.0,2.4847233691164328,1.0,1.0,17.0,68.49310277831746,4.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1005,60.0,182.0,9.0,87.0,19.0,1.0,1.0,84.0,8.0,4.0,6.0,20.0,1.0,21.0,0.0,0.0,0.0,93.0,60.0,8.0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,62.0,159.0,2.0,62.0,11.0,2.0,1.0,53.0,12.0,6.0,3.0,17.0,4.0,29.0,0.0,1.0,1.0,38.0,92.0,3.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,75.0,247.0,1.0,80.0,28.0,0.0,0.0,87.0,17.0,6.0,6.0,46.0,2.0,23.0,2.4847233691164328,2.0,2.0,8.0,97.0,4.0,2.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,65.0,64.0,6.0,40.0,14.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,14.0,1.0,36.0,0.0,1.0,1.0,95.0,68.49310277831746,3.0,2.0,3.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009,84.0,230.0,3.0,95.0,24.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,48.0,3.0,24.0,3.0,2.0,2.0,21.0,68.49310277831746,3.0,1.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1010,87.0,188.0,2.0,79.0,24.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,25.0,3.0,36.0,4.0,2.0,2.0,1.0,68.49310277831746,3.0,1.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1011,70.0,115.0,3.0,124.0,30.0,1.0,1.0,94.0,8.0,0.0,2.0,8.0,2.0,23.0,3.0,4.0,4.0,39.0,77.0,6.0,2.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,58.0,71.0,2.0,32.0,17.0,0.0,0.0,94.0,2.0,4.0,6.0,18.0,3.0,28.0,0.0,2.0,2.0,69.0,77.0,6.0,2.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,73.0,335.0,2.0,97.0,13.0,2.0,1.0,76.0,7.0,4.0,4.0,17.0,2.0,35.0,2.4847233691164328,2.0,2.0,0.0,70.0,1.0,5.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,62.0,340.0,3.0,86.0,21.0,1.0,0.0,91.0,2.0,3.0,5.0,23.0,3.0,17.0,0.0,2.0,2.0,50.0,64.0,6.0,2.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,68.0,104.0,3.0,41.0,16.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,17.0,4.0,63.0,0.0,0.0,0.0,49.0,52.0,4.0,3.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,84.0,312.0,3.0,86.0,40.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,40.0,3.0,25.0,2.4847233691164328,1.0,1.0,1.0,68.49310277831746,3.0,6.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1017,65.0,397.0,4.0,149.0,18.0,2.0,1.0,76.0,1.0,4.0,5.0,21.0,2.0,48.0,0.0,1.0,1.0,0.0,68.49310277831746,1.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1018,65.0,101.0,2.0,34.0,15.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,18.0,5.0,33.0,0.0,9.0,9.0,72.0,100.0,5.0,3.0,4.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,78.0,167.0,0.0,72.0,46.0,0.0,0.0,98.0,78.0,6.0,6.0,49.0,3.0,41.0,0.0,4.0,4.0,13.0,60.0,7.0,8.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,87.0,340.0,1.0,137.0,9.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,2.0,1.0,10.0,2.4847233691164328,0.0,0.0,18.0,68.49310277831746,3.0,2.4912524298805887,0.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1021,75.0,203.0,7.0,84.0,25.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,26.0,1.0,31.0,0.0,2.0,2.0,22.0,36.0,4.0,3.0,1.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,69.0,289.0,22.0,105.0,7.0,1.0,1.0,75.0,2.0,0.0,2.0,8.0,0.0,25.0,2.4847233691164328,0.0,0.0,2.0,68.49310277831746,3.0,2.4912524298805887,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1023,77.0,123.0,2.0,46.0,16.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,17.0,5.0,47.0,2.4847233691164328,2.0,2.0,18.0,87.0,3.0,4.0,1.1065750471571005,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1024,63.0,217.0,6.0,72.0,13.0,1.0,1.0,100.0,21.751674522451005,0.0,8.0,13.0,2.0,31.0,5.0,0.0,0.0,103.0,75.0,4.0,3.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,59.0,167.0,24.0,116.0,28.0,2.0,0.0,75.0,0.0,4.0,5.0,32.0,0.0,13.0,0.0,0.0,0.0,92.0,68.49310277831746,11.0,1.0,8.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1026,64.0,108.0,6.0,55.0,16.0,3.0,1.0,75.0,40.0,6.0,5.0,21.0,4.0,20.0,0.0,0.0,0.0,53.0,69.0,5.0,4.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,87.0,297.0,2.0,79.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,34.0,1.0,0.0,2.4847233691164328,1.0,1.0,5.0,68.49310277831746,7.0,2.4912524298805887,0.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1028,64.0,256.0,9.0,41.0,16.0,1.0,1.0,94.0,10.0,4.0,6.0,28.0,3.0,29.0,0.0,3.0,3.0,60.0,40.0,9.0,2.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,83.0,262.0,19.0,135.0,36.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,37.0,0.0,27.0,19.0,0.0,0.0,38.0,47.0,11.0,2.0,1.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,73.0,149.0,2.0,70.0,10.0,1.0,1.0,85.0,9.0,4.0,4.0,13.0,3.0,31.0,6.0,0.0,0.0,47.0,94.0,4.0,2.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,86.0,219.0,3.0,97.0,12.0,0.0,0.0,92.0,64.0,6.0,6.0,12.0,1.0,25.0,0.0,2.0,2.0,0.0,43.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,65.0,116.0,4.0,49.0,14.0,1.0,1.0,93.0,7.0,1.0,3.0,15.0,4.0,27.0,2.4847233691164328,4.0,4.0,25.0,17.0,2.0,2.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,59.0,166.0,36.0,102.0,4.0,4.0,1.0,33.0,7.0,3.0,2.0,9.0,0.0,33.0,13.0,0.0,0.0,110.0,68.49310277831746,1.0,1.0,1.1065750471571005,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1034,62.0,145.0,2.0,54.0,29.0,6.0,1.0,76.0,16.0,6.0,2.0,38.0,6.0,73.0,2.4847233691164328,0.0,0.0,91.0,85.0,4.0,7.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,65.0,94.0,6.0,43.0,31.0,2.0,1.0,91.0,38.0,6.0,5.0,36.0,5.0,42.0,0.0,0.0,0.0,18.0,88.0,5.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,73.0,354.0,13.0,80.0,25.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,25.0,0.0,8.0,15.0,0.0,0.0,36.0,68.49310277831746,10.0,1.0,2.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1037,66.0,410.0,14.0,151.0,22.0,1.0,1.0,100.0,21.751674522451005,6.0,8.0,22.0,0.0,18.0,3.0,1.0,1.0,69.0,68.49310277831746,10.0,2.0,5.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1038,70.0,321.0,11.0,67.0,13.0,2.0,2.0,82.0,71.0,6.0,4.0,17.0,1.0,53.0,0.0,4.0,4.0,50.0,80.0,3.0,5.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,73.0,170.0,0.0,46.0,42.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,45.0,7.0,33.0,0.0,5.0,4.0,33.0,23.0,3.0,3.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,73.0,61.0,1.0,83.0,33.0,6.0,6.0,91.0,36.0,6.0,6.0,25.0,5.0,51.0,4.0,1.0,1.0,8.0,95.0,5.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,70.0,67.0,10.0,25.0,4.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,4.0,3.0,75.0,0.0,0.0,0.0,98.0,101.0,1.0,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,91.0,390.0,22.0,194.0,25.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,25.0,0.0,24.0,2.4847233691164328,0.0,0.0,5.0,68.49310277831746,4.0,2.0,0.0,86.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1043,84.0,158.0,6.0,83.0,5.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,5.0,2.0,20.0,0.0,0.0,0.0,41.0,68.49310277831746,1.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1044,68.0,157.0,22.0,88.0,18.0,0.0,0.0,95.0,2.0,4.0,6.0,19.0,0.0,47.0,0.0,1.0,1.0,9.0,68.49310277831746,2.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1045,65.0,37.0,13.0,24.0,11.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,11.0,0.0,27.0,3.0,4.0,4.0,81.0,68.49310277831746,6.0,1.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1046,62.0,307.0,19.0,100.0,31.0,0.0,0.0,97.0,16.0,6.0,6.0,32.0,0.0,16.0,8.0,0.0,0.0,62.0,68.49310277831746,9.0,1.0,6.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1047,59.0,208.0,18.0,88.0,28.0,0.0,0.0,96.0,22.0,6.0,6.0,28.0,0.0,25.0,0.0,1.0,1.0,82.0,76.0,7.0,2.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,63.0,185.0,1.0,55.0,28.0,4.0,4.0,97.0,56.0,6.0,4.0,31.0,8.0,29.0,2.4847233691164328,4.0,4.0,54.0,58.0,6.0,2.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,85.0,324.0,20.0,143.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,21.0,0.0,33.0,2.4847233691164328,0.0,0.0,10.0,68.49310277831746,4.0,1.0,0.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1050,67.0,246.0,2.0,58.0,17.0,1.0,1.0,95.0,43.0,6.0,3.0,19.0,7.0,37.0,1.0,2.0,2.0,60.0,95.0,5.0,3.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,70.0,272.0,1.0,77.0,28.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,29.0,5.0,28.0,0.0,3.0,3.0,63.0,90.0,1.0,2.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,66.0,40.0,4.0,20.0,11.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,12.0,3.0,27.0,2.4847233691164328,4.0,4.0,69.0,94.0,3.0,2.0,1.0,83.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,79.0,188.0,6.0,68.0,16.0,0.0,0.0,94.0,17.0,6.0,6.0,17.0,3.0,47.0,5.0,0.0,0.0,0.0,55.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,55.0,418.0,5.0,112.0,25.0,0.0,0.0,84.0,11.0,4.0,6.0,34.0,2.0,28.0,4.0,2.0,2.0,66.0,96.0,4.0,2.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,62.0,186.0,15.0,44.0,4.0,2.0,1.0,60.0,21.0,6.0,5.0,9.0,0.0,60.0,1.0,2.0,1.0,0.0,68.49310277831746,0.0,1.0,1.1065750471571005,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1056,69.0,194.0,4.0,63.0,41.0,0.0,0.0,95.0,15.0,6.0,6.0,41.0,5.0,29.0,0.0,2.0,2.0,0.0,99.0,3.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,65.0,147.0,8.0,57.0,9.0,4.0,4.0,82.0,35.0,6.0,2.0,11.0,2.0,91.0,7.0,0.0,0.0,64.0,73.0,1.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,75.0,201.11119781506048,7.0,24.0,5.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.49310277831746,2.0,2.4912524298805887,0.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1059,54.0,376.0,23.0,179.0,43.0,5.0,1.0,79.0,2.0,3.0,2.0,53.0,0.0,13.0,2.4847233691164328,0.0,0.0,68.0,35.0,24.0,4.0,7.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,80.0,318.0,4.0,74.0,22.0,0.0,0.0,100.0,21.751674522451005,6.0,8.0,22.0,5.0,77.0,0.0,8.0,8.0,7.0,91.0,2.0,3.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,85.0,363.0,72.0,147.0,21.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,23.0,0.0,10.0,2.4847233691164328,0.0,0.0,31.0,68.49310277831746,2.0,1.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1062,67.0,419.0,1.0,73.0,37.0,0.0,0.0,92.0,13.0,6.0,6.0,44.0,6.0,33.0,3.0,1.0,1.0,12.0,91.0,8.0,3.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,65.0,99.0,5.0,46.0,24.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,24.0,2.0,33.0,0.0,2.0,1.0,51.0,67.0,7.0,2.0,2.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,81.0,213.0,8.0,119.0,30.0,3.0,3.0,94.0,35.0,6.0,3.0,34.0,1.0,41.0,0.0,1.0,0.0,4.0,21.0,2.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,82.0,260.0,7.0,84.0,26.0,0.0,0.0,96.0,16.0,6.0,6.0,44.0,2.0,61.0,0.0,2.0,2.0,14.0,61.0,3.0,5.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,68.0,178.0,7.0,74.0,30.0,0.0,0.0,97.0,21.751674522451005,6.0,6.0,30.0,1.0,23.0,0.0,1.0,1.0,45.0,88.0,4.0,2.0,3.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,72.0,133.0,4.0,58.0,20.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,20.0,2.0,30.0,0.0,1.0,1.0,56.0,83.0,5.0,3.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,86.0,361.0,1.0,86.0,25.0,0.0,0.0,100.0,21.751674522451005,7.0,8.0,26.0,1.0,31.0,2.4847233691164328,0.0,0.0,10.0,68.49310277831746,3.0,3.0,0.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
